Group;Question Label;Topic Label;Year;Akse;Ordforklaring;Antpers;Farveskala;Gennemsnit;Score (Indekseret score) (gennemsnit) (label);Score (Indekseret score) (gennemsnit);Score (Indekseret score);Score
Kvinder, 25 - 34 år;Vitalitet;Mentalt helbred;2018;Score;"Spørgsmål: En samlet score for vitalitet

-0-100

Scoren er beregnet som et gennemsnit af tre spørgsmål. Ved hvert spørgsmål er der seks svarkategorier, der hver angiver en score mellem 0 og 100. Jo højere score desto højere vitalitet.";2337;-51,04385663;;;;57,56175296;57,56175296
Kvinder, 25 - 34 år;Mental sundhed;Mentalt helbred;2018;Score;"Spørgsmål: Samlet score for mental sundhed

-0-100

Scoren er beregnet som et gennemsnit af fire spørgsmål. Ved hvert spørgsmål er der seks svarkategorier, der hver angiver en score mellem 0 og 100. Jo højere score desto højere mental sundhed.";2338;-40,35293827;;;;74,14722114;74,14722114
Kvinder, 18 - 24 år;Vitalitet;Mentalt helbred;2018;Score;"Spørgsmål: En samlet score for vitalitet

-0-100

Scoren er beregnet som et gennemsnit af tre spørgsmål. Ved hvert spørgsmål er der seks svarkategorier, der hver angiver en score mellem 0 og 100. Jo højere score desto højere vitalitet.";663;-44,82781514;;;;58,07189352;58,07189352
Kvinder, 18 - 24 år;Mental sundhed;Mentalt helbred;2018;Score;"Spørgsmål: Samlet score for mental sundhed

-0-100

Scoren er beregnet som et gennemsnit af fire spørgsmål. Ved hvert spørgsmål er der seks svarkategorier, der hver angiver en score mellem 0 og 100. Jo højere score desto højere mental sundhed.";662;-56,15956151;;;;72,40286385;72,40286385
Kvinder;Vitalitet;Mentalt helbred;2018;Score;"Spørgsmål: En samlet score for vitalitet

-0-100

Scoren er beregnet som et gennemsnit af tre spørgsmål. Ved hvert spørgsmål er der seks svarkategorier, der hver angiver en score mellem 0 og 100. Jo højere score desto højere vitalitet.";19437;-25,02715044;;;;59,69690233;59,69690233
Kvinder;Mental sundhed;Mentalt helbred;2018;Score;"Spørgsmål: Samlet score for mental sundhed

-0-100

Scoren er beregnet som et gennemsnit af fire spørgsmål. Ved hvert spørgsmål er der seks svarkategorier, der hver angiver en score mellem 0 og 100. Jo højere score desto højere mental sundhed.";19444;-9,612595093;;;;77,53960553;77,53960553
Mænd, 55 - 64 år;Vidne til mobning;Negative oplevelser;2018;Andel (%);"Spørgsmål: Har du indenfor de sidste 12 måneder været vidne til, at nogen på din arbejdsplads er blevet udsat for mobning?

-Nej, aldrig
-Ja, sjældnere
-Ja, månedligt
-Ja, ugentligt
-Ja, dagligt

I resultaterne præsenteres andel (%), der har været vidne til mobning (svarkategori 2-5).";5125;-25,47637936;;;;26,98700521;26,98700521
Mænd, 55 - 64 år;Seksuel chikane;Negative oplevelser;2018;Andel (%);"Spørgsmål: Har du indenfor de sidste 12 måneder været udsat for seksuel chikane på din arbejdsplads?

-Nej, aldrig
-Ja, sjældnere
-Ja, månedligt
-Ja, ugentligt
-Ja, dagligt

I resultaterne præsenteres andel (%), der har været udsat for seksuel chikane (svarkategori 2-5).";5164;29,36234114;;;;0,787698453;0,787698453
Mænd, 55 - 64 år;Mobning;Negative oplevelser;2018;Andel (%);"Spørgsmål: Har du indenfor de sidste 12 måneder været udsat for mobning på din arbejdsplads?

-Nej, aldrig
-Ja, sjældnere
-Ja, månedligt
-Ja, ugentligt
-Ja, dagligt

I resultaterne præsenteres andel (%), der har været udsat for mobning (svarkategori 2-5).";5142;15,16223481;;;;10,20069887;10,20069887
Mænd, 55 - 64 år;Konflikter;Negative oplevelser;2018;Andel (%);"Spørgsmål: Har du indenfor de sidste 12 måneder haft skænderier eller konflikter med nogen på din arbejdsplads?

-Nej, aldrig
-Ja, sjældnere
-Ja, månedligt
-Ja, ugentligt
-Ja, dagligt

I resultaterne præsenteres andel (%) med konflikter mindst en gang om måneden (svarkategori 3-6).";5171;45,09870354;;;;13,18253139;13,18253139
Mænd, 45 - 54 år;Vidne til mobning;Negative oplevelser;2018;Andel (%);"Spørgsmål: Har du indenfor de sidste 12 måneder været vidne til, at nogen på din arbejdsplads er blevet udsat for mobning?

-Nej, aldrig
-Ja, sjældnere
-Ja, månedligt
-Ja, ugentligt
-Ja, dagligt

I resultaterne præsenteres andel (%), der har været vidne til mobning (svarkategori 2-5).";5438;-2,794609075;;;;24,4967362;24,4967362
Mænd, 45 - 54 år;Seksuel chikane;Negative oplevelser;2018;Andel (%);"Spørgsmål: Har du indenfor de sidste 12 måneder været udsat for seksuel chikane på din arbejdsplads?

-Nej, aldrig
-Ja, sjældnere
-Ja, månedligt
-Ja, ugentligt
-Ja, dagligt

I resultaterne præsenteres andel (%), der har været udsat for seksuel chikane (svarkategori 2-5).";5476;27,14152263;;;;1,003380607;1,003380607
Mænd, 45 - 54 år;Mobning;Negative oplevelser;2018;Andel (%);"Spørgsmål: Har du indenfor de sidste 12 måneder været udsat for mobning på din arbejdsplads?

-Nej, aldrig
-Ja, sjældnere
-Ja, månedligt
-Ja, ugentligt
-Ja, dagligt

I resultaterne præsenteres andel (%), der har været udsat for mobning (svarkategori 2-5).";5459;36,50096274;;;;9,419176249;9,419176249
Mænd, 45 - 54 år;Konflikter;Negative oplevelser;2018;Andel (%);"Spørgsmål: Har du indenfor de sidste 12 måneder haft skænderier eller konflikter med nogen på din arbejdsplads?

-Nej, aldrig
-Ja, sjældnere
-Ja, månedligt
-Ja, ugentligt
-Ja, dagligt

I resultaterne præsenteres andel (%) med konflikter mindst en gang om måneden (svarkategori 3-6).";5495;-10,32498351;;;;16,8092954;16,8092954
Mænd, 35 - 44 år;Vidne til mobning;Negative oplevelser;2018;Andel (%);"Spørgsmål: Har du indenfor de sidste 12 måneder været vidne til, at nogen på din arbejdsplads er blevet udsat for mobning?

-Nej, aldrig
-Ja, sjældnere
-Ja, månedligt
-Ja, ugentligt
-Ja, dagligt

I resultaterne præsenteres andel (%), der har været vidne til mobning (svarkategori 2-5).";3618;2,402746947;;;;23,9261099;23,9261099
Mænd, 35 - 44 år;Seksuel chikane;Negative oplevelser;2018;Andel (%);"Spørgsmål: Har du indenfor de sidste 12 måneder været udsat for seksuel chikane på din arbejdsplads?

-Nej, aldrig
-Ja, sjældnere
-Ja, månedligt
-Ja, ugentligt
-Ja, dagligt

I resultaterne præsenteres andel (%), der har været udsat for seksuel chikane (svarkategori 2-5).";3639;23,88672787;;;;1,319480795;1,319480795
Mænd, 35 - 44 år;Mobning;Negative oplevelser;2018;Andel (%);"Spørgsmål: Har du indenfor de sidste 12 måneder været udsat for mobning på din arbejdsplads?

-Nej, aldrig
-Ja, sjældnere
-Ja, månedligt
-Ja, ugentligt
-Ja, dagligt

I resultaterne præsenteres andel (%), der har været udsat for mobning (svarkategori 2-5).";3632;37,4919192;;;;9,382882854;9,382882854
Mænd, 35 - 44 år;Konflikter;Negative oplevelser;2018;Andel (%);"Spørgsmål: Har du indenfor de sidste 12 måneder haft skænderier eller konflikter med nogen på din arbejdsplads?

-Nej, aldrig
-Ja, sjældnere
-Ja, månedligt
-Ja, ugentligt
-Ja, dagligt

I resultaterne præsenteres andel (%) med konflikter mindst en gang om måneden (svarkategori 3-6).";3650;-43,25072766;;;;18,96385982;18,96385982
Mænd, 25 - 34 år;Vidne til mobning;Negative oplevelser;2018;Andel (%);"Spørgsmål: Har du indenfor de sidste 12 måneder været vidne til, at nogen på din arbejdsplads er blevet udsat for mobning?

-Nej, aldrig
-Ja, sjældnere
-Ja, månedligt
-Ja, ugentligt
-Ja, dagligt

I resultaterne præsenteres andel (%), der har været vidne til mobning (svarkategori 2-5).";1978;22,9748856;;;;21,66746082;21,66746082
Mænd, 25 - 34 år;Seksuel chikane;Negative oplevelser;2018;Andel (%);"Spørgsmål: Har du indenfor de sidste 12 måneder været udsat for seksuel chikane på din arbejdsplads?

-Nej, aldrig
-Ja, sjældnere
-Ja, månedligt
-Ja, ugentligt
-Ja, dagligt

I resultaterne præsenteres andel (%), der har været udsat for seksuel chikane (svarkategori 2-5).";1992;9,129662312;;;;2,752662157;2,752662157
Mænd, 25 - 34 år;Mobning;Negative oplevelser;2018;Andel (%);"Spørgsmål: Har du indenfor de sidste 12 måneder været udsat for mobning på din arbejdsplads?

-Nej, aldrig
-Ja, sjældnere
-Ja, månedligt
-Ja, ugentligt
-Ja, dagligt

I resultaterne præsenteres andel (%), der har været udsat for mobning (svarkategori 2-5).";1993;40,69724547;;;;9,265489025;9,265489025
Mænd, 25 - 34 år;Konflikter;Negative oplevelser;2018;Andel (%);"Spørgsmål: Har du indenfor de sidste 12 måneder haft skænderier eller konflikter med nogen på din arbejdsplads?

-Nej, aldrig
-Ja, sjældnere
-Ja, månedligt
-Ja, ugentligt
-Ja, dagligt

I resultaterne præsenteres andel (%) med konflikter mindst en gang om måneden (svarkategori 3-6).";2004;-11,3868444;;;;16,87878047;16,87878047
Mænd, 18 - 24 år;Vidne til mobning;Negative oplevelser;2018;Andel (%);"Spørgsmål: Har du indenfor de sidste 12 måneder været vidne til, at nogen på din arbejdsplads er blevet udsat for mobning?

-Nej, aldrig
-Ja, sjældnere
-Ja, månedligt
-Ja, ugentligt
-Ja, dagligt

I resultaterne præsenteres andel (%), der har været vidne til mobning (svarkategori 2-5).";636;67,90626234;;;;16,73437077;16,73437077
Mænd, 18 - 24 år;Seksuel chikane;Negative oplevelser;2018;Andel (%);"Spørgsmål: Har du indenfor de sidste 12 måneder været udsat for seksuel chikane på din arbejdsplads?

-Nej, aldrig
-Ja, sjældnere
-Ja, månedligt
-Ja, ugentligt
-Ja, dagligt

I resultaterne præsenteres andel (%), der har været udsat for seksuel chikane (svarkategori 2-5).";638;-16,08364325;;;;5,201335944;5,201335944
Mænd, 18 - 24 år;Mobning;Negative oplevelser;2018;Andel (%);"Spørgsmål: Har du indenfor de sidste 12 måneder været udsat for mobning på din arbejdsplads?

-Nej, aldrig
-Ja, sjældnere
-Ja, månedligt
-Ja, ugentligt
-Ja, dagligt

I resultaterne præsenteres andel (%), der har været udsat for mobning (svarkategori 2-5).";640;14,53395284;;;;10,22370945;10,22370945
Mænd, 18 - 24 år;Konflikter;Negative oplevelser;2018;Andel (%);"Spørgsmål: Har du indenfor de sidste 12 måneder haft skænderier eller konflikter med nogen på din arbejdsplads?

-Nej, aldrig
-Ja, sjældnere
-Ja, månedligt
-Ja, ugentligt
-Ja, dagligt

I resultaterne præsenteres andel (%) med konflikter mindst en gang om måneden (svarkategori 3-6).";643;-18,5673689;;;;17,348653;17,348653
Mænd;Vidne til mobning;Negative oplevelser;2018;Andel (%);"Spørgsmål: Har du indenfor de sidste 12 måneder været vidne til, at nogen på din arbejdsplads er blevet udsat for mobning?

-Nej, aldrig
-Ja, sjældnere
-Ja, månedligt
-Ja, ugentligt
-Ja, dagligt

I resultaterne præsenteres andel (%), der har været vidne til mobning (svarkategori 2-5).";16795;6,504121388;;;;23,47581322;23,47581322
Mænd;Seksuel chikane;Negative oplevelser;2018;Andel (%);"Spørgsmål: Har du indenfor de sidste 12 måneder været udsat for seksuel chikane på din arbejdsplads?

-Nej, aldrig
-Ja, sjældnere
-Ja, månedligt
-Ja, ugentligt
-Ja, dagligt

I resultaterne præsenteres andel (%), der har været udsat for seksuel chikane (svarkategori 2-5).";16909;18,78721823;;;;1,814736586;1,814736586
Mænd;Mobning;Negative oplevelser;2018;Andel (%);"Spørgsmål: Har du indenfor de sidste 12 måneder været udsat for mobning på din arbejdsplads?

-Nej, aldrig
-Ja, sjældnere
-Ja, månedligt
-Ja, ugentligt
-Ja, dagligt

I resultaterne præsenteres andel (%), der har været udsat for mobning (svarkategori 2-5).";16866;31,43463542;;;;9,604728518;9,604728518
Mænd;Konflikter;Negative oplevelser;2018;Andel (%);"Spørgsmål: Har du indenfor de sidste 12 måneder haft skænderier eller konflikter med nogen på din arbejdsplads?

-Nej, aldrig
-Ja, sjældnere
-Ja, månedligt
-Ja, ugentligt
-Ja, dagligt

I resultaterne præsenteres andel (%) med konflikter mindst en gang om måneden (svarkategori 3-6).";16963;-8,771888207;;;;16,70766539;16,70766539
Kvinder, 55 - 64 år;Vidne til mobning;Negative oplevelser;2018;Andel (%);"Spørgsmål: Har du indenfor de sidste 12 måneder været vidne til, at nogen på din arbejdsplads er blevet udsat for mobning?

-Nej, aldrig
-Ja, sjældnere
-Ja, månedligt
-Ja, ugentligt
-Ja, dagligt

I resultaterne præsenteres andel (%), der har været vidne til mobning (svarkategori 2-5).";5625;-32,09373767;;;;27,71353591;27,71353591
Kvinder, 55 - 64 år;Seksuel chikane;Negative oplevelser;2018;Andel (%);"Spørgsmål: Har du indenfor de sidste 12 måneder været udsat for seksuel chikane på din arbejdsplads?

-Nej, aldrig
-Ja, sjældnere
-Ja, månedligt
-Ja, ugentligt
-Ja, dagligt

I resultaterne præsenteres andel (%), der har været udsat for seksuel chikane (svarkategori 2-5).";5697;7,627593641;;;;2,898540537;2,898540537
Kvinder, 55 - 64 år;Mobning;Negative oplevelser;2018;Andel (%);"Spørgsmål: Har du indenfor de sidste 12 måneder været udsat for mobning på din arbejdsplads?

-Nej, aldrig
-Ja, sjældnere
-Ja, månedligt
-Ja, ugentligt
-Ja, dagligt

I resultaterne præsenteres andel (%), der har været udsat for mobning (svarkategori 2-5).";5669;-59,30275453;;;;12,92795016;12,92795016
Kvinder, 55 - 64 år;Konflikter;Negative oplevelser;2018;Andel (%);"Spørgsmål: Har du indenfor de sidste 12 måneder haft skænderier eller konflikter med nogen på din arbejdsplads?

-Nej, aldrig
-Ja, sjældnere
-Ja, månedligt
-Ja, ugentligt
-Ja, dagligt

I resultaterne præsenteres andel (%) med konflikter mindst en gang om måneden (svarkategori 3-6).";5711;56,74927235;;;;12,42015223;12,42015223
Kvinder, 45 - 54 år;Vidne til mobning;Negative oplevelser;2018;Andel (%);"Spørgsmål: Har du indenfor de sidste 12 måneder været vidne til, at nogen på din arbejdsplads er blevet udsat for mobning?

-Nej, aldrig
-Ja, sjældnere
-Ja, månedligt
-Ja, ugentligt
-Ja, dagligt

I resultaterne præsenteres andel (%), der har været vidne til mobning (svarkategori 2-5).";6475;-14,20472611;;;;25,74947179;25,74947179
Kvinder, 45 - 54 år;Seksuel chikane;Negative oplevelser;2018;Andel (%);"Spørgsmål: Har du indenfor de sidste 12 måneder været udsat for seksuel chikane på din arbejdsplads?

-Nej, aldrig
-Ja, sjældnere
-Ja, månedligt
-Ja, ugentligt
-Ja, dagligt

I resultaterne præsenteres andel (%), der har været udsat for seksuel chikane (svarkategori 2-5).";6533;-5,106765841;;;;4,13528009;4,13528009
Kvinder, 45 - 54 år;Mobning;Negative oplevelser;2018;Andel (%);"Spørgsmål: Har du indenfor de sidste 12 måneder været udsat for mobning på din arbejdsplads?

-Nej, aldrig
-Ja, sjældnere
-Ja, månedligt
-Ja, ugentligt
-Ja, dagligt

I resultaterne præsenteres andel (%), der har været udsat for mobning (svarkategori 2-5).";6513;-47,25953376;;;;12,48687188;12,48687188
Kvinder, 45 - 54 år;Konflikter;Negative oplevelser;2018;Andel (%);"Spørgsmål: Har du indenfor de sidste 12 måneder haft skænderier eller konflikter med nogen på din arbejdsplads?

-Nej, aldrig
-Ja, sjældnere
-Ja, månedligt
-Ja, ugentligt
-Ja, dagligt

I resultaterne præsenteres andel (%) med konflikter mindst en gang om måneden (svarkategori 3-6).";6556;3,765234218;;;;15,88727275;15,88727275
Kvinder, 35 - 44 år;Vidne til mobning;Negative oplevelser;2018;Andel (%);"Spørgsmål: Har du indenfor de sidste 12 måneder været vidne til, at nogen på din arbejdsplads er blevet udsat for mobning?

-Nej, aldrig
-Ja, sjældnere
-Ja, månedligt
-Ja, ugentligt
-Ja, dagligt

I resultaterne præsenteres andel (%), der har været vidne til mobning (svarkategori 2-5).";4355;-6,73313551;;;;24,92915352;24,92915352
Kvinder, 35 - 44 år;Seksuel chikane;Negative oplevelser;2018;Andel (%);"Spørgsmål: Har du indenfor de sidste 12 måneder været udsat for seksuel chikane på din arbejdsplads?

-Nej, aldrig
-Ja, sjældnere
-Ja, månedligt
-Ja, ugentligt
-Ja, dagligt

I resultaterne præsenteres andel (%), der har været udsat for seksuel chikane (svarkategori 2-5).";4380;-19,06867168;;;;5,49123688;5,49123688
Kvinder, 35 - 44 år;Mobning;Negative oplevelser;2018;Andel (%);"Spørgsmål: Har du indenfor de sidste 12 måneder været udsat for mobning på din arbejdsplads?

-Nej, aldrig
-Ja, sjældnere
-Ja, månedligt
-Ja, ugentligt
-Ja, dagligt

I resultaterne præsenteres andel (%), der har været udsat for mobning (svarkategori 2-5).";4380;-32,86641078;;;;11,95972935;11,95972935
Kvinder, 35 - 44 år;Konflikter;Negative oplevelser;2018;Andel (%);"Spørgsmål: Har du indenfor de sidste 12 måneder haft skænderier eller konflikter med nogen på din arbejdsplads?

-Nej, aldrig
-Ja, sjældnere
-Ja, månedligt
-Ja, ugentligt
-Ja, dagligt

I resultaterne præsenteres andel (%) med konflikter mindst en gang om måneden (svarkategori 3-6).";4396;5,251271828;;;;15,7900308;15,7900308
Kvinder, 25 - 34 år;Vidne til mobning;Negative oplevelser;2018;Andel (%);"Spørgsmål: Har du indenfor de sidste 12 måneder været vidne til, at nogen på din arbejdsplads er blevet udsat for mobning?

-Nej, aldrig
-Ja, sjældnere
-Ja, månedligt
-Ja, ugentligt
-Ja, dagligt

I resultaterne præsenteres andel (%), der har været vidne til mobning (svarkategori 2-5).";2387;2,057091044;;;;23,96406003;23,96406003
Kvinder, 25 - 34 år;Seksuel chikane;Negative oplevelser;2018;Andel (%);"Spørgsmål: Har du indenfor de sidste 12 måneder været udsat for seksuel chikane på din arbejdsplads?

-Nej, aldrig
-Ja, sjældnere
-Ja, månedligt
-Ja, ugentligt
-Ja, dagligt

I resultaterne præsenteres andel (%), der har været udsat for seksuel chikane (svarkategori 2-5).";2389;-41,41377356;;;;7,661355554;7,661355554
Kvinder, 25 - 34 år;Mobning;Negative oplevelser;2018;Andel (%);"Spørgsmål: Har du indenfor de sidste 12 måneder været udsat for mobning på din arbejdsplads?

-Nej, aldrig
-Ja, sjældnere
-Ja, månedligt
-Ja, ugentligt
-Ja, dagligt

I resultaterne præsenteres andel (%), der har været udsat for mobning (svarkategori 2-5).";2393;1,942420599;;;;10,68486943;10,68486943
Kvinder, 25 - 34 år;Konflikter;Negative oplevelser;2018;Andel (%);"Spørgsmål: Har du indenfor de sidste 12 måneder haft skænderier eller konflikter med nogen på din arbejdsplads?

-Nej, aldrig
-Ja, sjældnere
-Ja, månedligt
-Ja, ugentligt
-Ja, dagligt

I resultaterne præsenteres andel (%) med konflikter mindst en gang om måneden (svarkategori 3-6).";2409;-31,89591633;;;;18,22083417;18,22083417
Kvinder, 18 - 24 år;Vidne til mobning;Negative oplevelser;2018;Andel (%);"Spørgsmål: Har du indenfor de sidste 12 måneder været vidne til, at nogen på din arbejdsplads er blevet udsat for mobning?

-Nej, aldrig
-Ja, sjældnere
-Ja, månedligt
-Ja, ugentligt
-Ja, dagligt

I resultaterne præsenteres andel (%), der har været vidne til mobning (svarkategori 2-5).";686;55,35263235;;;;18,11265454;18,11265454
Kvinder, 18 - 24 år;Seksuel chikane;Negative oplevelser;2018;Andel (%);"Spørgsmål: Har du indenfor de sidste 12 måneder været udsat for seksuel chikane på din arbejdsplads?

-Nej, aldrig
-Ja, sjældnere
-Ja, månedligt
-Ja, ugentligt
-Ja, dagligt

I resultaterne præsenteres andel (%), der har været udsat for seksuel chikane (svarkategori 2-5).";689;-70,63765887;;;;10,49953009;10,49953009
Kvinder, 18 - 24 år;Mobning;Negative oplevelser;2018;Andel (%);"Spørgsmål: Har du indenfor de sidste 12 måneder været udsat for mobning på din arbejdsplads?

-Nej, aldrig
-Ja, sjældnere
-Ja, månedligt
-Ja, ugentligt
-Ja, dagligt

I resultaterne præsenteres andel (%), der har været udsat for mobning (svarkategori 2-5).";692;11,07504467;;;;10,35039062;10,35039062
Kvinder, 18 - 24 år;Konflikter;Negative oplevelser;2018;Andel (%);"Spørgsmål: Har du indenfor de sidste 12 måneder haft skænderier eller konflikter med nogen på din arbejdsplads?

-Nej, aldrig
-Ja, sjældnere
-Ja, månedligt
-Ja, ugentligt
-Ja, dagligt

I resultaterne præsenteres andel (%) med konflikter mindst en gang om måneden (svarkategori 3-6).";699;16,24071209;;;;15,07091396;15,07091396
